cohort,id,commander,F,coverage,plan,plan_live,R,q_live,q_typed,q_final,q_typed_final,conc_gap,conc_share,conc_ent,role_conc,link_cons,link_u,link_typed,link_plan,cmd_link,cmd_econ,cmd_typed,cmd_member,shape_d,s_live,total,win_w,base,w_syn,cap_hard,mana_m,mv_fit,comb_qc,comb_ql
"real","379240024","Thranduil, the Elvenking",59.000000,0.661017,"typal","typal",1.000000,0.559322,0.846154,0.540000,0.816923,0.015751,0.507141,0.011819,0.321661,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,94.000000,72.670103,14.432990,100.000000,92.300000,1.000000,0.429119,0.846154
"real","375485571","Etali, Primal Conqueror // Etali, Primal Sickness",57.000000,0.789474,"control","control",0.742500,0.602339,0.762963,0.550000,0.696667,0.003721,0.501549,0.007461,0.064701,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,90.100000,68.815464,14.432990,100.000000,80.200000,0.947368,0.382664,0.762963
"real","370128441","Katara, Waterbending Master",63.000000,0.746032,"spells","spells",1.000000,0.603175,0.808511,0.600000,0.804255,0.063492,0.527778,0.007845,0.549585,1.000000,1.000000,0.000000,1.000000,0.021277,0.425532,1.000000,1.000000,0.270911,0.000000,20.000000,84.100000,78.022680,14.432990,100.000000,93.500000,0.952381,0.426714,0.808511
"real","381404206","The Unbeatable Squirrel Girl",55.000000,0.781818,"control","control",1.000000,0.563636,0.720930,0.500000,0.639535,0.000000,0.500000,0.000557,0.025175,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,87.700000,69.632990,14.432990,100.000000,77.500000,0.945455,0.360465,0.720930
"real","366610575","Pantlaza, Sun-Favored",59.000000,0.711864,"typal","typal",1.000000,0.627119,0.880952,0.630000,0.885000,0.135593,0.560606,0.013657,0.140290,1.000000,1.000000,0.000000,1.000000,0.000000,0.595238,1.000000,1.000000,,0.000000,20.000000,85.000000,72.491753,14.432990,100.000000,93.600000,0.830508,0.493867,0.880952
"real","373559654","Slimefoot and Squee",63.000000,0.746032,"tokens","aristocrats",0.693000,0.603175,0.808511,0.570000,0.764043,0.030463,0.512953,0.002806,0.076502,1.000000,1.000000,0.042553,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,19.000000,85.000000,64.485567,14.432990,19.000000,77.000000,0.809524,0.414728,0.808511
"real","376088970","Jodah, the Unifier",58.000000,0.758621,"control","typal",1.000000,0.706897,0.931818,0.710000,0.935909,0.043887,0.516018,0.004721,0.095292,1.000000,1.000000,0.000000,1.000000,0.000000,0.727273,1.000000,1.000000,0.104513,0.000000,20.000000,97.100000,74.124742,14.432990,100.000000,77.800000,0.982759,0.480835,0.931818
"real","372198055","Urza, Lord High Artificer",63.000000,0.666667,"control","typal",0.660000,0.539683,0.809524,0.540000,0.810000,0.079365,0.539683,0.003354,0.172463,1.000000,0.500000,0.023810,1.000000,0.000000,0.404762,1.000000,1.000000,,0.000000,20.000000,95.700000,79.529897,14.432990,100.000000,98.700000,0.984127,0.436886,0.809524
"real","366610524","Leonardo, the Balance",63.000000,0.746032,"control","control",0.330000,0.497354,0.666667,0.340000,0.455745,0.005291,0.502674,0.004172,0.128653,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.137550,0.000000,20.000000,99.500000,75.151546,14.432990,100.000000,89.100000,1.000000,0.335116,0.666667
"real","378298137","Helga, Skittish Seer",66.000000,0.742424,"midrange","spells",0.495000,0.424242,0.571429,0.420000,0.565714,0.015152,0.509091,0.020658,0.091778,1.000000,1.000000,0.000000,1.000000,0.000000,0.857143,1.000000,1.000000,,0.000000,19.000000,100.000000,72.829897,14.432990,19.000000,80.200000,0.909091,0.290909,0.571429
"real","381596383","Derevi, Empyrial Tactician",64.000000,0.703125,"tokens","control",0.825000,0.562500,0.800000,0.430000,0.611556,0.015625,0.507042,0.005225,0.056959,1.000000,1.000000,0.000000,1.000000,0.000000,0.511111,1.000000,0.000000,,0.000000,20.000000,92.200000,78.182474,14.432990,100.000000,95.200000,0.953125,0.405634,0.800000
"real","380161595","Ureni of the Unwritten",60.000000,0.633333,"control","typal",0.495000,0.583333,0.921053,0.580000,0.915789,0.133333,0.564516,0.005352,0.165379,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,85.000000,64.272165,14.432990,100.000000,85.300000,0.950000,0.519949,0.921053
"real","376328264","Tiamat",62.000000,0.693548,"control","control",0.000000,0.596774,0.860465,0.400000,0.576744,0.191430,0.595513,0.008122,0.135026,1.000000,1.000000,0.000000,1.000000,0.000000,0.581395,1.000000,1.000000,0.026656,0.000000,20.000000,67.700000,69.714433,14.432990,100.000000,87.100000,0.935484,0.512418,0.860465
"real","365001669","Doran, Besieged by Time",59.000000,0.796610,"midrange","control",0.742500,0.677966,0.851064,0.500000,0.627660,0.002825,0.501044,0.003451,0.025041,1.000000,0.500000,0.010638,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,75.100000,73.001031,14.432990,100.000000,89.100000,0.915254,0.426420,0.851064
"real","362075486","Atraxa, Grand Unifier",60.000000,0.816667,"midrange","midrange",0.594000,0.620034,0.759225,0.620000,0.759184,0.081145,0.535009,0.003350,0.186662,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.238460,0.000000,20.000000,84.100000,71.852577,14.432990,100.000000,69.500000,0.933333,0.406192,0.759225
"real","380419352","Anina, Natural Parallelist",56.000000,0.714286,"control","control",0.742500,0.535714,0.750000,0.440000,0.616000,0.000000,0.500000,0.002382,0.043116,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,19.000000,70.700000,64.018557,14.432990,19.000000,50.600000,0.982143,0.375000,0.750000
"real","372400474","Krenko, Mob Boss",64.000000,0.765625,"typal","typal",1.000000,0.546875,0.714286,0.530000,0.692245,0.015625,0.507246,0.004144,0.115306,1.000000,1.000000,0.000000,1.000000,0.000000,0.428571,1.000000,1.000000,,0.000000,20.000000,98.400000,80.129897,14.432990,100.000000,99.700000,0.984375,0.362319,0.714286
"real","356465114","Flubs, the Fool",58.000000,0.741379,"lifegain","spells",0.165000,0.517241,0.697674,0.470000,0.633953,0.017241,0.508475,0.002850,0.148792,1.000000,1.000000,0.000000,1.000000,0.000000,0.697674,1.000000,1.000000,,0.000000,20.000000,73.800000,66.446392,14.432990,100.000000,83.800000,0.931034,0.354750,0.697674
"real","359435135","Lumra, Bellow of the Woods",53.000000,0.905660,"midrange","midrange",0.123750,0.591195,0.652778,0.590000,0.651458,0.000000,0.500000,0.005925,0.148520,1.000000,1.000000,0.000000,1.000000,0.104167,0.479167,1.000000,0.000000,-0.018752,0.000000,19.000000,75.800000,61.925773,14.432990,19.000000,66.300000,0.849057,0.326389,0.652778
"real","380724374","Fynn, the Fangbearer",66.000000,0.803030,"counters","midrange",0.440000,0.484848,0.603774,0.380000,0.473208,0.090909,0.551724,0.007980,0.081697,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,19.000000,84.100000,75.332990,14.432990,19.000000,99.300000,0.969697,0.333116,0.603774
"real","348704782","Norman Osborn // Green Goblin",59.000000,0.915254,"control","typal",0.742500,0.723164,0.790123,0.720000,0.786667,0.158192,0.561404,0.004209,0.203252,1.000000,1.000000,0.018519,1.000000,0.000000,0.000000,0.000000,0.000000,-0.079186,0.000000,20.000000,87.700000,65.375258,14.432990,100.000000,82.300000,1.000000,0.443578,0.790123
"real","356464913","Sythis, Harvest's Hand",59.000000,0.745763,"lifegain","control",0.309375,0.508475,0.681818,0.490000,0.657045,0.014724,0.507345,0.001606,0.114327,1.000000,1.000000,0.000000,1.000000,0.000000,0.681818,1.000000,1.000000,,0.000000,20.000000,85.000000,69.721649,14.432990,100.000000,98.000000,0.983051,0.345917,0.681818
"real","371732625","Tamiyo, Inquisitive Student // Tamiyo, Seasoned Scholar",61.000000,0.819672,"midrange","midrange",0.742500,0.527902,0.644040,0.520000,0.634400,0.112601,0.559691,0.009197,0.251785,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.228461,0.000000,20.000000,70.700000,69.109278,14.432990,100.000000,77.300000,0.983607,0.360464,0.644040
"real","348688728","Zimone, Infinite Analyst",59.000000,0.762712,"counters","counters",1.000000,0.728814,0.955556,0.730000,0.957111,0.152542,0.558442,0.004037,0.060659,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,65.200000,67.853608,14.432990,100.000000,65.300000,1.000000,0.533622,0.955556
"real","356464708","Cloud, Midgar Mercenary",62.000000,0.677419,"midrange","midrange",0.594000,0.516129,0.761905,0.500000,0.738095,0.016129,0.507937,0.000133,0.079410,1.000000,1.000000,0.000000,1.000000,0.000000,0.523810,1.000000,1.000000,0.097913,0.000000,20.000000,83.600000,76.283505,14.432990,100.000000,94.300000,1.000000,0.386999,0.761905
"real","381158592","The Serpent Society",59.000000,0.745763,"aristocrats","aristocrats",1.000000,0.677966,0.909091,0.680000,0.911818,0.254237,0.615385,0.015837,0.211587,1.000000,1.000000,0.022727,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,85.000000,71.960825,14.432990,100.000000,83.700000,0.949153,0.559441,0.909091
"real","378298178","The Great Goblin",62.000000,0.806452,"spells","spells",0.940500,0.677419,0.840000,0.680000,0.843200,0.043011,0.516393,0.002586,0.179478,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.015664,0.000000,20.000000,87.700000,76.714433,14.432990,100.000000,98.200000,0.887097,0.433770,0.840000
"real","371538962","Ral, Crackling Wit",56.000000,0.875000,"spells","spells",1.000000,0.785714,0.897959,0.790000,0.902857,0.158911,0.556251,0.003369,0.165377,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,100.000000,71.000000,80.500000,85.391753,14.432990,100.000000,63.200000,0.928571,0.499491,0.897959
"real","348703174","Mendicant Core, Guidelight",65.000000,0.846154,"typal","typal",1.000000,0.738462,0.872727,0.740000,0.874545,0.210256,0.582996,0.008379,0.178901,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,,21.800000,19.000000,70.700000,75.885567,14.432990,19.000000,95.900000,0.984615,0.508796,0.872727
"real","370776424","Grist, the Hunger Tide",59.000000,0.813559,"aristocrats","aristocrats",1.000000,0.762712,0.937500,0.760000,0.934167,0.101695,0.535714,0.003557,0.212697,1.000000,1.000000,0.020833,1.000000,0.000000,0.000000,0.000000,1.000000,,100.000000,87.000000,85.000000,87.342268,14.432990,100.000000,87.700000,0.949153,0.502232,0.937500
"real","370776431","Sheoldred, the Apocalypse",60.000000,0.683333,"lifegain","control",0.433125,0.455556,0.666667,0.440000,0.643902,0.016667,0.509317,0.004976,0.108915,1.000000,1.000000,0.024390,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,87.700000,77.063918,14.432990,100.000000,99.100000,1.000000,0.339545,0.666667
"real","357781350","Maralen, Fae Ascendant",66.000000,0.848485,"typal","typal",1.000000,0.728344,0.858405,0.730000,0.860357,0.031374,0.511006,0.003084,0.272442,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,94.000000,76.061856,14.432990,100.000000,79.400000,0.969697,0.438650,0.858405
"real","352818604","Phelia, Exuberant Shepherd",62.000000,0.564516,"control","control",0.866250,0.437602,0.775180,0.440000,0.779429,0.018247,0.510646,0.001794,0.115269,1.000000,1.000000,0.000000,1.000000,0.000000,0.542857,1.000000,0.000000,-0.005658,0.000000,20.000000,94.000000,79.048454,14.432990,100.000000,99.600000,1.000000,0.395843,0.775180
"real","380724404","Light-Paws, Emperor's Voice",59.000000,0.745763,"control","control",0.990000,0.406780,0.545455,0.340000,0.455909,0.050847,0.533333,0.006709,0.062769,1.000000,0.500000,0.011364,1.000000,0.000000,0.681818,1.000000,1.000000,,0.000000,20.000000,87.700000,70.290722,14.432990,100.000000,99.600000,0.983051,0.290909,0.545455
"real","378796808","Alesha, Who Laughs at Fate",60.000000,0.733333,"aggro","aggro",0.787879,0.482500,0.657955,0.480000,0.654545,0.011667,0.506119,0.002126,0.157501,1.000000,1.000000,0.000000,1.000000,0.000000,0.545455,1.000000,0.000000,,0.000000,20.000000,87.700000,72.125773,14.432990,100.000000,88.300000,0.983333,0.333003,0.657955
"real","365001725","Splinter, Radical Rat",61.000000,0.573770,"typal","typal",0.990000,0.475410,0.828571,0.480000,0.836571,0.060109,0.533742,0.005497,0.145285,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,87.700000,75.321649,14.432990,100.000000,94.200000,1.000000,0.442244,0.828571
"real","379051916","Roxanne, Starfall Savant",57.000000,0.807018,"conversion","conversion",0.495000,0.649123,0.804348,0.650000,0.805435,0.081871,0.533654,0.013539,0.109184,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,92.200000,71.945361,14.432990,100.000000,85.300000,0.894737,0.429243,0.804348
"real","378298185","Teferi, Hero of Dominaria",58.000000,0.741379,"midrange","spells",1.000000,0.620690,0.837209,0.620000,0.836279,0.051724,0.521739,0.007605,0.090290,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,70.300000,71.249485,14.432990,100.000000,69.100000,0.931034,0.436805,0.837209
"real","381158595","Rat King, Verminister",65.000000,0.830769,"aristocrats","aristocrats",1.000000,0.707692,0.851852,0.710000,0.854630,0.030769,0.511111,0.032744,0.195696,1.000000,1.000000,0.037037,1.000000,0.000000,0.611111,1.000000,1.000000,0.072701,0.000000,20.000000,87.700000,69.686598,14.432990,100.000000,94.000000,0.938462,0.435391,0.851852
"real","377674074","Elspeth, Storm Slayer",60.000000,0.816667,"tokens","control",0.693000,0.585859,0.717378,0.430000,0.526531,0.132828,0.563928,0.004692,0.133786,1.000000,1.000000,0.000000,1.000000,0.530612,0.755102,1.000000,1.000000,,0.000000,20.000000,92.200000,79.522680,14.432990,100.000000,99.800000,0.950000,0.404549,0.717378
"real","373559666","Beorn the Fierce",62.000000,0.790323,"typal","typal",0.990000,0.564516,0.714286,0.560000,0.708571,0.010753,0.504808,0.013760,0.166990,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,99.500000,76.544330,14.432990,100.000000,99.900000,0.935484,0.360577,0.714286
"real","365001707","Baron Helmut Zemo",60.000000,0.733333,"typal","typal",1.000000,0.583333,0.795455,0.580000,0.790909,0.016667,0.507246,0.005578,0.078934,1.000000,1.000000,0.045455,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,78.600000,76.161856,14.432990,100.000000,98.600000,1.000000,0.403491,0.795455
"real","361176310","Azusa, Lost but Seeking",51.000000,0.862745,"midrange","midrange",0.247500,0.686275,0.795455,0.630000,0.730227,0.000000,0.500000,0.002801,0.119832,1.000000,1.000000,0.000000,1.000000,0.000000,0.522727,1.000000,0.000000,-0.019475,0.000000,20.000000,87.700000,55.754639,14.432990,100.000000,54.900000,0.823529,0.397727,0.795455
"real","349358449","Tasha, Unholy Archmage",63.000000,0.619048,"midrange","midrange",0.000000,0.507937,0.820513,0.510000,0.823846,0.029662,0.515038,0.004354,0.149440,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,63.700000,73.101031,14.432990,100.000000,87.900000,0.873016,0.422595,0.820513
"real","348696658","Lorehold, the Historian",60.000000,0.616667,"aggro","spells",0.180000,0.383333,0.621622,0.380000,0.616216,0.050000,0.534884,0.002844,0.054953,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,79.100000,74.284536,14.432990,100.000000,93.800000,0.733333,0.332495,0.621622
"real","348700911","Admiral Beckett Brass",58.000000,0.689655,"typal","typal",1.000000,0.620690,0.900000,0.620000,0.899000,0.103448,0.545455,0.016875,0.283686,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,87.700000,66.024742,14.432990,100.000000,77.700000,0.965517,0.490909,0.900000
"real","380052569","Samwise Gamgee",59.000000,0.779661,"control","control",1.000000,0.644068,0.826087,0.540000,0.692609,0.033898,0.513514,0.002455,0.030089,1.000000,1.000000,0.000000,1.000000,0.065217,0.760870,1.000000,0.000000,0.002567,0.000000,20.000000,94.000000,75.288660,14.432990,100.000000,90.800000,0.983051,0.424207,0.826087
"real","348693548","Emet-Selch, Unsundered // Hades, Sorcerer of Eld",59.000000,0.677966,"spells","control",0.495000,0.508475,0.750000,0.400000,0.590000,0.050847,0.526316,0.004613,0.286228,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,19.000000,36.900000,59.490722,14.432990,19.000000,63.900000,0.932203,0.394737,0.750000
"real","381596393","Storm, Windrider",61.000000,0.786885,"midrange","midrange",0.594000,0.606557,0.770833,0.610000,0.775208,0.000000,0.500000,0.003707,0.085906,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.094713,0.000000,20.000000,98.400000,76.472165,14.432990,100.000000,75.200000,1.000000,0.385417,0.770833
"real","348695589","Vanille, Cheerful l'Cie",65.000000,0.800000,"aristocrats","recursion",0.495000,0.651282,0.814103,0.510000,0.637500,0.030769,0.512097,0.005560,0.117935,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,85.000000,73.242268,14.432990,100.000000,91.500000,0.876923,0.416899,0.814103
"real","348702346","Thassa, Deep-Dwelling",62.000000,0.451613,"control","control",0.247500,0.241935,0.535714,0.240000,0.531429,0.032258,0.535714,0.041629,0.251368,1.000000,1.000000,0.000000,1.000000,0.000000,0.428571,1.000000,1.000000,-0.089842,0.000000,20.000000,90.100000,60.191753,14.432990,100.000000,71.800000,0.967742,0.286990,0.535714
"real","348707178","Rosheen, Roaring Prophet",55.000000,0.654545,"aggro","spells",0.150000,0.545455,0.833333,0.510000,0.779167,0.036364,0.517241,0.009730,0.104703,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,77.500000,62.902062,14.432990,100.000000,52.200000,0.872727,0.431034,0.833333
"real","348703661","Drana and Linvala",59.000000,0.559322,"midrange","midrange",0.594000,0.491525,0.878788,0.490000,0.876061,0.028249,0.514793,0.006651,0.145873,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.168122,0.000000,19.000000,65.200000,73.347423,14.432990,19.000000,97.500000,0.932203,0.452394,0.878788
"real","348707207","Stiltzkin, Moogle Merchant",59.000000,0.694915,"control","control",0.660000,0.542373,0.780488,0.510000,0.733902,0.031673,0.515038,0.008009,0.181211,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,62.000000,70.113402,14.432990,100.000000,89.700000,1.000000,0.401981,0.780488
"real","381596398","Koth, Fire of Resistance",61.000000,0.688525,"spells","spells",1.000000,0.590164,0.857143,0.590000,0.856905,0.047028,0.520748,0.003938,0.271928,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.127817,0.000000,19.000000,66.500000,72.377320,14.432990,19.000000,80.100000,0.918033,0.446356,0.857143
"real","348660636","Speedball, New Warrior",64.000000,0.796875,"spells","spells",0.792000,0.515625,0.647059,0.520000,0.652549,0.013100,0.506433,0.000991,0.199975,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,19.000000,80.500000,77.937113,14.432990,19.000000,94.600000,0.937500,0.327692,0.647059
"real","372198037","Terra, Herald of Hope",61.000000,0.754098,"recursion","recursion",1.000000,0.624772,0.828502,0.620000,0.822174,0.116576,0.551447,0.005515,0.074794,1.000000,1.000000,0.000000,1.000000,0.347826,0.826087,1.000000,1.000000,0.038670,0.000000,20.000000,94.000000,73.835052,14.432990,100.000000,86.000000,0.950820,0.456875,0.828502
"real","348700523","Elas il-Kor, Sadistic Pilgrim",68.000000,0.779412,"aristocrats","combo",0.495000,0.696078,0.893082,0.410000,0.526038,0.047237,0.517561,0.005411,0.111685,1.000000,1.000000,0.000000,1.000000,0.000000,0.622642,1.000000,1.000000,,10.100000,28.000000,87.700000,72.181443,14.432990,100.000000,69.700000,0.926471,0.462225,0.893082
